0,25,27
1,24,28
2,77,95
3,47,53
4,73,104
5,54,59
6,87,73
7,61,39
8,48,30
9,83,123
10,36,23
11,73,106
12,132,175
13,87,75
14,68,105
15,86,109
16,81,88
17,67,97
18,45,60
19,69,73
20,49,33
21,76,113
22,70,73
23,115,202
24,74,75
25,111,147
26,83,67
27,67,78
28,61,70
29,62,59
30,78,94
31,60,38
32,72,79
33,74,72
34,138,219
